timestamp,datapath_id,flow_id,ip_src,tp_src,ip_dst,tp_dst,ip_proto,icmp_code,icmp_type,flow_duration_sec,flow_duration_nsec,idle_timeout,hard_timeout,flags,packet_count,byte_count,packet_count_per_second,packet_count_per_nsecond,byte_count_per_second,byte_count_per_nsecond,label
1763025816.08,1,10.0.0.1505010.0.0.8347726,10.0.0.1,5050,10.0.0.8,34772,6,-1,-1,9,538000000,15,30,0,97842,6459952,10871.3333333,0.000181862453532,717772.444444,0.0120073457249,1
1763025816.08,1,10.0.0.83477210.0.0.150506,10.0.0.8,34772,10.0.0.1,5050,6,-1,-1,9,541000000,15,30,0,246908,11994898520,27434.2222222,0.000456391866913,1332766502.22,22.1717163031,1
1763025816.08,3,10.0.0.1505010.0.0.8347726,10.0.0.1,5050,10.0.0.8,34772,6,-1,-1,9,532000000,15,30,0,97842,6459952,10871.3333333,0.000183913533835,717772.444444,0.0121427669173,1
1763025816.08,3,10.0.0.5505010.0.0.8347721,10.0.0.5,5050,10.0.0.8,34772,1,0,0,9,537000000,15,30,0,9,858,1.0,1.67597765363e-08,95.3333333333,1.59776536313e-06,1
1763025816.08,3,10.0.0.83477210.0.0.150506,10.0.0.8,34772,10.0.0.1,5050,6,0,0,9,553000000,15,30,0,246925,11995989986,27436.1111111,0.000446518987342,1332887776.22,21.6925677866,1
1763025816.08,3,10.0.0.83477210.0.0.550501,10.0.0.8,34772,10.0.0.5,5050,1,0,8,9,555000000,15,30,0,9,858,1.0,1.62162162162e-08,95.3333333333,1.54594594595e-06,1
1763025816.08,2,10.0.0.1505010.0.0.8347726,10.0.0.1,5050,10.0.0.8,34772,6,-1,-1,9,537000000,15,30,0,97841,6459886,10871.2222222,0.000182199255121,717765.111111,0.0120295828678,1
1763025816.08,2,10.0.0.5505010.0.0.8347721,10.0.0.5,5050,10.0.0.8,34772,1,0,0,9,540000000,15,30,0,8,784,0.888888888889,1.48148148148e-08,87.1111111111,1.45185185185e-06,1
1763025816.08,2,10.0.0.83477210.0.0.150506,10.0.0.8,34772,10.0.0.1,5050,6,0,0,9,545000000,15,30,0,246924,11995942136,27436.0,0.000453071559633,1332882459.56,22.0109030018,1
1763025816.08,2,10.0.0.83477210.0.0.550501,10.0.0.8,34772,10.0.0.5,5050,1,0,8,9,546000000,15,30,0,8,784,0.888888888889,1.4652014652e-08,87.1111111111,1.4358974359e-06,1
1763025826.09,1,10.0.0.1505010.0.0.8347726,10.0.0.1,5050,10.0.0.8,34772,6,-1,-1,19,541000000,15,30,0,110349,7285426,5807.84210526,0.000203972273567,383443.473684,0.0134665914972,1
1763025826.09,1,10.0.0.83477210.0.0.150506,10.0.0.8,34772,10.0.0.1,5050,6,-1,-1,19,544000000,15,30,0,273830,13190051380,14412.1052632,0.000503363970588,694213230.526,24.2464179779,1
1763025826.09,1,10.0.0.85495310.0.0.1505117,10.0.0.8,54953,10.0.0.1,5051,17,-1,-1,9,497000000,15,30,0,806,1218672,89.5555555556,1.62173038229e-06,135408.0,0.00245205633803,1
1763025826.09,3,10.0.0.1505010.0.0.8347726,10.0.0.1,5050,10.0.0.8,34772,6,-1,-1,19,535000000,15,30,0,110349,7285426,5807.84210526,0.000206259813084,383443.473684,0.0136176186916,1
1763025826.09,3,10.0.0.5505010.0.0.8347721,10.0.0.5,5050,10.0.0.8,34772,1,0,0,19,540000000,15,30,0,19,1838,1.0,3.51851851852e-08,96.7368421053,3.4037037037e-06,1
1763025826.09,3,10.0.0.83477210.0.0.150506,10.0.0.8,34772,10.0.0.1,5050,6,0,0,19,556000000,15,30,0,273830,13190051380,14412.1052632,0.0004925,694213230.526,23.7231139928,1
1763025826.09,3,10.0.0.85495310.0.0.1505117,10.0.0.8,54953,10.0.0.1,5051,17,0,0,9,504000000,15,30,0,806,1218672,89.5555555556,1.59920634921e-06,135408.0,0.002418,1
1763025826.09,3,10.0.0.85495310.0.0.550511,10.0.0.8,54953,10.0.0.5,5051,1,0,8,19,558000000,15,30,0,19,1838,1.0,3.40501792115e-08,96.7368421053,3.29390681004e-06,1
1763025826.09,2,10.0.0.1505010.0.0.8347726,10.0.0.1,5050,10.0.0.8,34772,6,-1,-1,19,540000000,15,30,0,110349,7285426,5807.84210526,0.00020435,383443.473684,0.0134915296296,1
1763025826.09,2,10.0.0.5505010.0.0.8347721,10.0.0.5,5050,10.0.0.8,34772,1,0,0,19,543000000,15,30,0,18,1764,0.947368421053,3.31491712707e-08,92.8421052632,3.24861878453e-06,1
1763025826.09,2,10.0.0.83477210.0.0.150506,10.0.0.8,34772,10.0.0.1,5050,6,0,0,19,548000000,15,30,0,273830,13190051380,14412.1052632,0.000499689781022,694213230.526,24.0694368248,1
1763025826.09,2,10.0.0.85495310.0.0.1505117,10.0.0.8,54953,10.0.0.1,5051,17,0,0,9,500000000,15,30,0,806,1218672,89.5555555556,1.612e-06,135408.0,0.002437344,1
1763025826.09,2,10.0.0.85495310.0.0.550511,10.0.0.8,54953,10.0.0.5,5051,1,0,8,19,549000000,15,30,0,18,1764,0.947368421053,3.27868852459e-08,92.8421052632,3.2131147541e-06,1
1763025836.09,1,10.0.0.1505010.0.0.13410666,10.0.0.1,5050,10.0.0.13,41066,6,-1,-1,9,355000000,15,30,0,113783,7509902,12642.5555556,0.000320515492958,834433.555556,0.0211546535211,1
1763025836.09,1,10.0.0.18010.0.0.8600986,10.0.0.1,80,10.0.0.8,60098,6,-1,-1,9,438000000,15,30,0,0,0,0.0,0.0,0.0,0.0,1
1763025836.09,1,10.0.0.18010.0.0.8601126,10.0.0.1,80,10.0.0.8,60112,6,-1,-1,9,411000000,15,30,0,0,0,0.0,0.0,0.0,0.0,1
1763025836.09,1,10.0.0.1505110.0.0.85495317,10.0.0.1,5051,10.0.0.8,54953,17,-1,-1,9,477000000,15,30,0,0,0,0.0,0.0,0.0,0.0,1
1763025836.09,1,10.0.0.134106610.0.0.150506,10.0.0.13,41066,10.0.0.1,5050,6,-1,-1,9,358000000,15,30,0,295306,16448908236,32811.7777778,0.000824877094972,1827656470.67,45.9466710503,1
1763025836.09,1,10.0.0.134106610.0.0.350501,10.0.0.13,41066,10.0.0.3,5050,1,0,8,9,361000000,15,30,0,8,784,0.888888888889,2.21606648199e-08,87.1111111111,2.17174515235e-06,1
1763025836.09,1,10.0.0.34106610.0.0.1350501,10.0.0.3,41066,10.0.0.13,5050,1,0,0,9,358000000,15,30,0,8,784,0.888888888889,2.23463687151e-08,87.1111111111,2.18994413408e-06,1
1763025836.09,1,10.0.0.86009810.0.0.1806,10.0.0.8,60098,10.0.0.1,80,6,0,0,9,440000000,15,30,0,0,0,0.0,0.0,0.0,0.0,1
1763025836.09,1,10.0.0.86011210.0.0.1806,10.0.0.8,60112,10.0.0.1,80,6,0,0,9,413000000,15,30,0,0,0,0.0,0.0,0.0,0.0,1
1763025836.09,1,10.0.0.85495310.0.0.1505117,10.0.0.8,54953,10.0.0.1,5051,17,0,0,19,498000000,15,30,0,893,1350216,47.0,1.79317269076e-06,71064.0,0.00271127710843,1
1763025836.09,5,10.0.0.1505010.0.0.13410666,10.0.0.1,5050,10.0.0.13,41066,6,-1,-1,9,345000000,15,30,0,113783,7509902,12642.5555556,0.000329805797101,834433.555556,0.0217678318841,1
1763025836.09,5,10.0.0.134106610.0.0.150506,10.0.0.13,41066,10.0.0.1,5050,6,-1,-1,9,369000000,15,30,0,295303,16448973198,32811.4444444,0.000800279132791,1827663688.67,44.5771631382,1
1763025836.09,5,10.0.0.134106610.0.0.350501,10.0.0.13,41066,10.0.0.3,5050,1,0,8,9,372000000,15,30,0,9,858,1.0,2.41935483871e-08,95.3333333333,2.3064516129e-06,1
1763025836.09,5,10.0.0.34106610.0.0.1350501,10.0.0.3,41066,10.0.0.13,5050,1,0,0,9,350000000,15,30,0,9,858,1.0,2.57142857143e-08,95.3333333333,2.45142857143e-06,1
1763025836.09,4,10.0.0.1505010.0.0.13410666,10.0.0.1,5050,10.0.0.13,41066,6,-1,-1,9,346000000,15,30,0,113780,7509704,12642.2222222,0.000328843930636,834411.555556,0.0217043468208,1
1763025836.09,4,10.0.0.134106610.0.0.150506,10.0.0.13,41066,10.0.0.1,5050,6,-1,-1,9,366000000,15,30,0,295294,16448579388,32810.4444444,0.00080681420765,1827619932.0,44.9414737377,1
1763025836.09,4,10.0.0.134106610.0.0.350501,10.0.0.13,41066,10.0.0.3,5050,1,0,8,9,369000000,15,30,0,9,858,1.0,2.43902439024e-08,95.3333333333,2.32520325203e-06,1
1763025836.09,4,10.0.0.34106610.0.0.1350501,10.0.0.3,41066,10.0.0.13,5050,1,0,0,9,352000000,15,30,0,8,784,0.888888888889,2.27272727273e-08,87.1111111111,2.22727272727e-06,1
1763025836.09,3,10.0.0.1505010.0.0.13410666,10.0.0.1,5050,10.0.0.13,41066,6,-1,-1,9,351000000,15,30,0,113784,7509968,12642.6666667,0.000324170940171,834440.888889,0.0213959202279,1
1763025836.09,3,10.0.0.18010.0.0.8600986,10.0.0.1,80,10.0.0.8,60098,6,-1,-1,9,430000000,15,30,0,0,0,0.0,0.0,0.0,0.0,1
1763025836.09,3,10.0.0.18010.0.0.8601126,10.0.0.1,80,10.0.0.8,60112,6,-1,-1,9,406000000,15,30,0,0,0,0.0,0.0,0.0,0.0,1
1763025836.09,3,10.0.0.1505110.0.0.85495317,10.0.0.1,5051,10.0.0.8,54953,17,-1,-1,9,472000000,15,30,0,0,0,0.0,0.0,0.0,0.0,1
1763025836.09,3,10.0.0.134106610.0.0.150506,10.0.0.13,41066,10.0.0.1,5050,6,-1,-1,9,364000000,15,30,0,295299,16448580470,32811.0,0.000811260989011,1827620052.22,45.1884078846,1
1763025836.09,3,10.0.0.134106610.0.0.350501,10.0.0.13,41066,10.0.0.3,5050,1,0,8,9,367000000,15,30,0,9,858,1.0,2.45231607629e-08,95.3333333333,2.3378746594e-06,1
1763025836.09,3,10.0.0.34106610.0.0.1350501,10.0.0.3,41066,10.0.0.13,5050,1,0,0,9,355000000,15,30,0,9,858,1.0,2.53521126761e-08,95.3333333333,2.41690140845e-06,1
1763025836.09,3,10.0.0.54106610.0.0.850501,10.0.0.5,41066,10.0.0.8,5050,1,0,0,29,541000000,15,30,0,29,2818,1.0,5.36044362292e-08,97.1724137931,5.20887245841e-06,1
1763025836.09,3,10.0.0.86009810.0.0.1806,10.0.0.8,60098,10.0.0.1,80,6,0,0,9,447000000,15,30,0,0,0,0.0,0.0,0.0,0.0,1
1763025836.09,3,10.0.0.86011210.0.0.1806,10.0.0.8,60112,10.0.0.1,80,6,0,0,9,419000000,15,30,0,0,0,0.0,0.0,0.0,0.0,1
1763025836.09,3,10.0.0.85495310.0.0.1505117,10.0.0.8,54953,10.0.0.1,5051,17,0,0,19,505000000,15,30,0,893,1350216,47.0,1.76831683168e-06,71064.0,0.0026736950495,1
1763025836.09,3,10.0.0.85495310.0.0.550511,10.0.0.8,54953,10.0.0.5,5051,1,0,8,29,559000000,15,30,0,29,2818,1.0,5.18783542039e-08,97.1724137931,5.04114490161e-06,1
1763025836.09,2,10.0.0.1505010.0.0.13410666,10.0.0.1,5050,10.0.0.13,41066,6,-1,-1,9,355000000,15,30,0,113779,7509638,12642.1111111,0.000320504225352,834404.222222,0.0211539098592,1
1763025836.09,2,10.0.0.18010.0.0.8600986,10.0.0.1,80,10.0.0.8,60098,6,-1,-1,9,438000000,15,30,0,0,0,0.0,0.0,0.0,0.0,1
1763025836.09,2,10.0.0.18010.0.0.8601126,10.0.0.1,80,10.0.0.8,60112,6,-1,-1,9,410000000,15,30,0,0,0,0.0,0.0,0.0,0.0,1
1763025836.09,2,10.0.0.1505110.0.0.85495317,10.0.0.1,5051,10.0.0.8,54953,17,-1,-1,9,475000000,15,30,0,0,0,0.0,0.0,0.0,0.0,1
1763025836.09,2,10.0.0.134106610.0.0.150506,10.0.0.13,41066,10.0.0.1,5050,6,-1,-1,9,362000000,15,30,0,295305,16448843010,32811.6666667,0.000815759668508,1827649223.33,45.4387928453,1
1763025836.09,2,10.0.0.134106610.0.0.350501,10.0.0.13,41066,10.0.0.3,5050,1,0,8,9,365000000,15,30,0,8,784,0.888888888889,2.19178082192e-08,87.1111111111,2.14794520548e-06,1
1763025836.09,2,10.0.0.34106610.0.0.1350501,10.0.0.3,41066,10.0.0.13,5050,1,0,0,9,359000000,15,30,0,9,858,1.0,2.5069637883e-08,95.3333333333,2.38997214485e-06,1
1763025836.09,2,10.0.0.54106610.0.0.850501,10.0.0.5,41066,10.0.0.8,5050,1,0,0,29,545000000,15,30,0,28,2744,0.965517241379,5.1376146789e-08,94.6206896552,5.03486238532e-06,1
1763025836.09,2,10.0.0.86009810.0.0.1806,10.0.0.8,60098,10.0.0.1,80,6,0,0,9,444000000,15,30,0,0,0,0.0,0.0,0.0,0.0,1
1763025836.09,2,10.0.0.86011210.0.0.1806,10.0.0.8,60112,10.0.0.1,80,6,0,0,9,417000000,15,30,0,0,0,0.0,0.0,0.0,0.0,1
1763025836.09,2,10.0.0.85495310.0.0.1505117,10.0.0.8,54953,10.0.0.1,5051,17,0,0,19,502000000,15,30,0,893,1350216,47.0,1.77888446215e-06,71064.0,0.00268967330677,1
1763025836.09,2,10.0.0.85495310.0.0.550511,10.0.0.8,54953,10.0.0.5,5051,1,0,8,29,551000000,15,30,0,28,2744,0.965517241379,5.08166969147e-08,94.6206896552,4.98003629764e-06,1
1763025846.09,1,10.0.0.1505010.0.0.13410666,10.0.0.1,5050,10.0.0.13,41066,6,-1,-1,19,358000000,15,30,0,126018,8317424,6632.52631579,0.000352005586592,437759.157895,0.023233027933,1
1763025846.09,1,10.0.0.134106610.0.0.150506,10.0.0.13,41066,10.0.0.1,5050,6,-1,-1,19,361000000,15,30,0,325510,18074687548,17132.1052632,0.000901689750693,951299344.632,50.0683865596,1
1763025846.09,1,10.0.0.135314110.0.0.1505117,10.0.0.13,53141,10.0.0.1,5051,17,-1,-1,9,300000000,15,30,0,797,1205064,88.5555555556,2.65666666667e-06,133896.0,0.00401688,1
1763025846.09,1,10.0.0.135314110.0.0.350511,10.0.0.13,53141,10.0.0.3,5051,1,0,8,19,364000000,15,30,0,18,1764,0.947368421053,4.94505494505e-08,92.8421052632,4.84615384615e-06,1
1763025846.09,1,10.0.0.35314110.0.0.1350511,10.0.0.3,53141,10.0.0.13,5051,1,0,0,19,361000000,15,30,0,18,1764,0.947368421053,4.98614958449e-08,92.8421052632,4.8864265928e-06,1
1763025846.1,3,10.0.0.1505010.0.0.13410666,10.0.0.1,5050,10.0.0.13,41066,6,-1,-1,19,355000000,15,30,0,126018,8317424,6632.52631579,0.00035498028169,437759.157895,0.0234293633803,1
1763025846.1,3,10.0.0.134106610.0.0.150506,10.0.0.13,41066,10.0.0.1,5050,6,-1,-1,19,368000000,15,30,0,325510,18074687548,17132.1052632,0.000884538043478,951299344.632,49.1159987717,1
1763025846.1,3,10.0.0.135314110.0.0.1505117,10.0.0.13,53141,10.0.0.1,5051,17,-1,-1,9,311000000,15,30,0,797,1205064,88.5555555556,2.56270096463e-06,133896.0,0.00387480385852,1
1763025846.1,3,10.0.0.135314110.0.0.350511,10.0.0.13,53141,10.0.0.3,5051,1,0,8,19,371000000,15,30,0,19,1838,1.0,5.12129380054e-08,96.7368421053,4.95417789757e-06,1
1763025846.1,3,10.0.0.35314110.0.0.1350511,10.0.0.3,53141,10.0.0.13,5051,1,0,0,19,359000000,15,30,0,19,1838,1.0,5.29247910864e-08,96.7368421053,5.11977715877e-06,1
1763025846.1,3,10.0.0.55314110.0.0.850511,10.0.0.5,53141,10.0.0.8,5051,1,0,0,8,930000000,15,30,0,9,882,1.125,9.67741935484e-09,110.25,9.48387096774e-07,1
1763025846.1,3,10.0.0.85314110.0.0.550511,10.0.0.8,53141,10.0.0.5,5051,1,0,8,8,942000000,15,30,0,9,882,1.125,9.55414012739e-09,110.25,9.36305732484e-07,1
1763025846.1,5,10.0.0.1505010.0.0.13410666,10.0.0.1,5050,10.0.0.13,41066,6,-1,-1,19,350000000,15,30,0,126018,8317424,6632.52631579,0.000360051428571,437759.157895,0.0237640685714,1
